,Date,ObsTime,Hour,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount
16,2020/11/20,17,16,1010.7,1014.1,24.5,21.1,81,2.2,20,7.9,360,0,0,0,0.06,10,0,9
17,2020/11/20,18,17,1011,1014.4,24,21.3,85,2.7,10,6.3,350,0,0,0,0,...,0,...
18,2020/11/20,19,18,1011.3,1014.7,23.9,21.3,85,2.8,10,6.5,360,0,0,0,0,...,0,...
19,2020/11/20,20,19,1011.6,1015,23.5,21,86,2.5,360,7.2,10,0,0,...,0,10,0,10
20,2020/11/20,21,20,1011.6,1015,23.8,21.3,86,2.4,20,6.8,330,0,0,...,0,10,0,8
21,2020/11/20,22,21,1011.6,1015,23.8,21.1,85,2.5,360,4.9,10,0,0,...,0,...,0,...
22,2020/11/20,23,22,1011.4,1014.8,23.7,21,85,2.3,30,5.3,20,0,0,...,0,...,0,...
23,2020/11/20,24,23,1010.9,1014.3,23.8,21.1,85,1.8,360,4.7,20,0,0,...,0,...,0,...
0,2020/11/21,1,0,1010.5,1013.9,24.3,21.3,83,1.3,20,5,60,0,0,...,0,...,0,...
1,2020/11/21,2,1,1010.3,1013.7,24.4,21.3,83,1.8,40,5.3,20,0,0,...,0,...,0,...
2,2020/11/21,3,2,1010.3,1013.7,24.1,21.3,84,1.9,60,5.3,60,0,0,...,0,...,0,...
3,2020/11/21,4,3,1010.6,1014,24.2,21,82,1.8,50,5.3,40,0,0,...,0,...,0,...
4,2020/11/21,5,4,1011.2,1014.6,24.1,20.8,82,2.5,50,6.6,30,0,0,...,0,10,0,8
5,2020/11/21,6,5,1011.7,1015.1,23.9,20.9,83,2.5,50,6.5,40,0,0,0,0,...,0,...
6,2020/11/21,7,6,1012.4,1015.8,23.9,20.8,83,1.8,70,5.8,50,0,0,0.2,0.03,...,0,...
7,2020/11/21,8,7,1012.5,1015.9,24.6,20.8,79,1.6,80,7.3,70,0,0,0.5,0.51,20,0,8
8,2020/11/21,9,8,1012.9,1016.2,26.8,19.4,64,3,30,7.8,30,0,0,0.7,1.17,20,1,7
9,2020/11/21,10,9,1012.5,1015.8,28.1,18.7,57,2.7,70,8.2,10,0,0,1,1.64,...,3,...
10,2020/11/21,11,10,1011.9,1015.2,28.2,19.9,61,3.3,60,8,40,0,0,0.8,1.88,20,4,5
11,2020/11/21,12,11,1011.2,1014.5,29.6,20,56,2.2,40,9.4,40,0,0,0.7,1.94,...,5,...
12,2020/11/21,13,12,1010.5,1013.8,29.9,19.8,55,2.3,50,5.8,60,0,0,0.9,2.17,...,5,...
13,2020/11/21,14,13,1010.2,1013.5,28.8,20.6,61,2.2,70,5.8,60,0,0,0.7,1.71,15,3,8
14,2020/11/21,15,14,1010.1,1013.4,28.8,21.1,63,3,50,5,50,0,0,0.3,0.84,...,2,...
15,2020/11/21,16,15,1010.4,1013.7,27.9,21.5,68,1.9,80,6.5,60,0,0,0,0.59,...,0,...
16,2020/11/21,17,16,1010.7,1014,27,21.5,72,2.2,90,5.6,50,0,0,0.1,0.21,18,0,6
17,2020/11/21,18,17,1011.2,1014.5,26.2,21.7,76,1.8,100,5.7,50,0,0,0,0,...,0,...
18,2020/11/21,19,18,1011.3,1014.7,25.5,21.8,80,1.9,100,5.3,40,0,0,0,0,...,0,...
19,2020/11/21,20,19,1011.8,1015.2,24.9,22,84,3,70,5.7,60,0,0,...,0,15,0,2
20,2020/11/21,21,20,1011.9,1015.3,24.5,22,86,2.4,70,6.6,60,0,0,...,0,15,0,2
21,2020/11/21,22,21,1011.9,1015.3,24,21.8,88,1.9,70,6,60,0,0,...,0,...,0,...
22,2020/11/21,23,22,1012,1015.4,23.7,22,90,0.8,60,3,70,0,0,...,0,...,0,...
23,2020/11/21,24,23,1011.9,1015.3,23.4,21.9,91,0.7,40,2.1,40,0,0,...,0,...,0,...
0,2020/11/22,1,0,1011.9,1015.3,22.8,21.6,93,0.1,0,2.1,70,0,0,...,0,...,0,...
1,2020/11/22,2,1,1012.1,1015.5,22.3,21.2,93,0.4,110,1.6,80,0,0,...,0,...,0,...
2,2020/11/22,3,2,1012.2,1015.6,23.4,21.7,90,0.1,0,1.6,100,0,0,...,0,...,0,...
3,2020/11/22,4,3,1012.6,1016,23,21.5,91,0.1,0,2.3,280,0,0,...,0,...,0,...
4,2020/11/22,5,4,1013.1,1016.5,23.1,21.6,91,0.3,160,2.3,290,0,0,...,0,12,0,3
5,2020/11/22,6,5,1013.6,1017,23.1,21.4,90,0.2,0,1.5,50,0,0,0,0,...,0,...
6,2020/11/22,7,6,1014.1,1017.5,23.1,21.2,89,1,80,2.2,110,0,0,0,0,...,0,...
7,2020/11/22,8,7,1014.5,1017.9,23.7,20.5,82,0.6,110,2.3,80,0,0,0.1,0.33,15,0,7
8,2020/11/22,9,8,1014.9,1018.3,25.4,19.5,70,0.3,280,1.6,40,0,0,0.3,0.85,12,1,7
9,2020/11/22,10,9,1015.4,1018.8,25.8,20.7,73,1.9,290,4.3,290,0,0,0.3,1.25,...,2,...
10,2020/11/22,11,10,1015.2,1018.6,26.2,20.9,73,0.9,330,4.4,280,0,0,0,0.97,10,3,9
11,2020/11/22,12,11,1014.6,1017.9,26.7,20.2,68,2,350,4.6,350,0,0,0,1.2,...,3,...
12,2020/11/22,13,12,1014.3,1017.6,27,20.2,66,2.9,340,6.9,360,0,0,0.4,1.54,...,4,...
13,2020/11/22,14,13,1014.4,1017.8,24.2,20.6,80,3.2,350,7.3,350,0,0,0.1,0.93,9,2,10
14,2020/11/22,15,14,1014.3,1017.7,23.8,20.6,82,2.8,20,6.5,30,0,0,0.2,0.88,...,2,...
15,2020/11/22,16,15,1014.5,1017.9,23.2,20.7,86,2.9,70,6.9,360,0,0,0,0.08,...,0,...
16,2020/11/22,17,16,1014.8,1018.2,23.2,21,87,2.2,30,6.8,70,0,0,0,0,8,0,10
17,2020/11/22,18,17,1015.6,1019,23.3,21.2,88,3,10,6.7,360,0,0,0,0,...,0,...
18,2020/11/22,19,18,1016,1019.4,23.7,21.2,86,2.3,20,7.1,30,0,0,0,0,...,0,...
19,2020/11/22,20,19,1016.6,1020,23.4,20.8,85,3.5,10,7.1,360,0,0,...,0,9,0,8
20,2020/11/22,21,20,1017.1,1020.5,22.7,20.1,85,4.8,10,11.1,10,0,0,...,0,9,0,6
21,2020/11/22,22,21,1017.2,1020.6,22,19.4,85,4.2,10,11.3,50,0,0,...,0,...,0,...
22,2020/11/22,23,22,1016.9,1020.3,21.5,18.9,85,2.6,10,10.4,10,0,0,...,0,...,0,...
23,2020/11/22,24,23,1016.6,1020,20.9,18.5,86,2.7,20,12.2,360,0,0,...,0,...,0,...
0,2020/11/23,1,0,1016.5,1019.9,20.8,18.2,85,4.5,10,11.7,20,0,0,...,0,...,0,...
1,2020/11/23,2,1,1016.3,1019.7,20.8,18.2,85,4.9,10,14.4,10,0,0,...,0,...,0,...
2,2020/11/23,3,2,1015.8,1019.2,20.6,18,85,2.7,20,14.9,40,0,0,...,0,...,0,...
3,2020/11/23,4,3,1015.8,1019.2,20.9,18.1,84,5.1,20,11.7,10,0,0,...,0,...,0,...
4,2020/11/23,5,4,1016,1019.4,20.8,18.4,86,4.8,10,13.3,20,0,0,...,0,8,0,6
5,2020/11/23,6,5,1016.4,1019.8,20.6,18.6,88,3.7,20,11.1,360,0,0,0,0,...,0,...
6,2020/11/23,7,6,1017.1,1020.5,21,18.5,86,4.6,10,11.6,20,0,0,0.1,0,...,0,...
7,2020/11/23,8,7,1017.4,1020.8,21.8,18.6,82,4.6,10,14.2,360,0,0,0.1,0.34,12,0,5
8,2020/11/23,9,8,1017.3,1020.7,24,17.3,66,5.4,30,15.9,30,0,0,0.7,1.21,15,1,3
9,2020/11/23,10,9,1016.6,1020,25.5,16.8,59,4.6,30,15.5,30,0,0,1,1.8,...,3,...
10,2020/11/23,11,10,1015.7,1019.1,26.3,16.9,56,4.7,30,15.8,50,0,0,1,2.39,20,5,1
11,2020/11/23,12,11,1014.8,1018.2,26,16.2,55,4.6,20,16.5,30,0,0,1,2.4,...,6,...
12,2020/11/23,13,12,1014,1017.3,26.5,17.4,57,2.9,20,15.3,60,0,0,1,2.4,...,5,...
13,2020/11/23,14,13,1013.6,1017,24.9,18.2,66,4.8,50,14.7,60,0,0,1,1.97,30,4,1
14,2020/11/23,15,14,1013.6,1017,24.6,18.6,69,3.3,10,14.6,10,0,0,1,1.49,...,2,...
15,2020/11/23,16,15,1014.2,1017.6,23.9,18.5,72,4,40,12.7,30,0,0,1,0.84,...,1,...
16,2020/11/23,17,16,1014.9,1018.3,22.9,18.5,76,3.2,40,11.5,60,0,0,0.1,0.06,15,0,2
17,2020/11/23,18,17,1015.4,1018.8,22.3,18.5,79,2,60,9.3,350,0,0,0,0,...,0,...
18,2020/11/23,19,18,1015.6,1019,22.3,18.5,79,2.3,60,8.8,50,0,0,0,0,...,0,...
19,2020/11/23,20,19,1015.9,1019.3,22,18.4,80,2.7,50,8.5,50,0,0,...,0,15,0,3
20,2020/11/23,21,20,1016.2,1019.6,22,18.4,80,2.4,60,10.4,30,0,0,...,0,12,0,1
21,2020/11/23,22,21,1016.4,1019.8,22,18.6,81,2,50,6.7,60,0,0,...,0,...,0,...
22,2020/11/23,23,22,1015.9,1019.3,21.9,18.5,81,2.4,40,6.3,60,0,0,...,0,...,0,...
23,2020/11/23,24,23,1016.1,1019.5,21.9,18.5,81,1.8,10,5.3,80,0,0,...,0,...,0,...
0,2020/11/24,1,0,1015.8,1019.2,21.8,18.6,82,0.9,30,4.8,70,0,0,...,0,...,0,...
1,2020/11/24,2,1,1015.6,1019,21.6,18.6,83,1.3,10,3.7,30,0,0,...,0,...,0,...
2,2020/11/24,3,2,1015.8,1019.2,22,18.4,80,1.4,20,4.3,40,0,0,...,0,...,0,...
3,2020/11/24,4,3,1016.1,1019.5,21.8,18.6,82,2,20,4.9,360,0,0,...,0,...,0,...
4,2020/11/24,5,4,1016.5,1019.9,21.8,18.6,82,2.3,30,7,60,0,0,...,0,12,0,8
5,2020/11/24,6,5,1016.8,1020.2,21.8,18.7,83,2.4,30,6.6,30,0,0,0,0,...,0,...
6,2020/11/24,7,6,1017.1,1020.5,22.2,18.6,80,1,40,6.8,60,0,0,0.2,0.06,...,0,...
7,2020/11/24,8,7,1017.2,1020.6,23.4,17.6,70,2.9,40,8.1,80,0,0,0.7,0.6,12,0,7
8,2020/11/24,9,8,1017,1020.4,24.8,17.3,63,3.7,30,11.9,40,0,0,1,1.2,12,1,4
9,2020/11/24,10,9,1016.7,1020.1,25.8,17,58,3.7,30,14.4,40,0,0,1,1.77,...,3,...
10,2020/11/24,11,10,1015.7,1019.1,26.5,17.2,57,3.2,50,15.4,20,0,0,1,2.27,12,5,4
11,2020/11/24,12,11,1014.8,1018.1,26.6,16.3,53,3.8,20,12.1,40,0,0,1,2.4,...,5,...
12,2020/11/24,13,12,1013.9,1017.2,27.2,16.2,51,4,30,15.3,60,0,0,1,2.4,...,5,...
13,2020/11/24,14,13,1013.3,1016.7,25.8,17.8,61,3,50,14,60,0,0,1,1.9,20,4,1
14,2020/11/24,15,14,1013,1016.4,25.3,17.8,63,3.3,30,11.6,80,0,0,1,1.48,...,2,...
15,2020/11/24,16,15,1013.3,1016.7,24.9,17.7,64,3.3,40,11.7,50,0,0,1,0.83,...,1,...
16,2020/11/24,17,16,1013.8,1017.2,23.9,17.7,68,2.5,50,10.4,20,0,0,0.1,0.06,20,0,0
17,2020/11/24,18,17,1014.6,1018,23.1,17.6,71,3,30,8.6,50,0,0,0,0,...,0,...
18,2020/11/24,19,18,1015.4,1018.8,22.9,17.8,73,2.9,50,9,40,0,0,0,0,...,0,...
19,2020/11/24,20,19,1015.7,1019.1,22.7,17.6,73,1.9,60,9.1,40,0,0,...,0,20,0,1
20,2020/11/24,21,20,1015.8,1019.2,22.5,17.7,74,2.6,60,9.8,40,0,0,...,0,20,0,2
21,2020/11/24,22,21,1015.6,1019,22.4,17.6,74,2.1,50,8.3,70,0,0,...,0,...,0,...
22,2020/11/24,23,22,1015.7,1019.1,22.4,17.6,74,2.5,50,6.9,50,0,0,...,0,...,0,...
23,2020/11/24,24,23,1015.4,1018.8,22.4,18,76,2.3,40,5.8,50,0,0,...,0,...,0,...
0,2020/11/25,1,0,1015.1,1018.5,22.3,17.9,76,0.9,70,5.1,60,0,0,...,0,...,0,...
1,2020/11/25,2,1,1014.9,1018.3,21.9,18.1,79,0.5,160,4.2,50,0,0,...,0,...,0,...
2,2020/11/25,3,2,1014.7,1018.1,21.8,18.3,81,0.8,50,2.3,50,0,0,...,0,...,0,...
3,2020/11/25,4,3,1014.7,1018.1,21,18.4,85,0,0,2,50,0,0,...,0,...,0,...
4,2020/11/25,5,4,1014.6,1018,21,18.8,87,0.6,60,2,60,0,0,...,0,20,0,1
5,2020/11/25,6,5,1015.1,1018.5,20.2,18.7,91,0.1,0,2.4,50,0,0,0,0,...,0,...
6,2020/11/25,7,6,1015.3,1018.7,20.8,19,89,0.1,0,1.8,50,0,0,0.4,0,...,0,...
7,2020/11/25,8,7,1015.5,1018.9,23.6,17.4,68,1.3,50,2.4,50,0,0,1,0.56,20,0,0
8,2020/11/25,9,8,1015.6,1019,26.2,16.6,56,2.3,50,4.9,10,0,0,1,1.21,20,1,0
9,2020/11/25,10,9,1015.3,1018.6,27.8,15.7,48,2.1,80,5.5,350,0,0,1,1.8,...,3,...
10,2020/11/25,11,10,1014.4,1017.7,29.3,15.4,43,2.2,90,5.6,330,0,0,1,2.25,25,5,1
11,2020/11/25,12,11,1013.3,1016.6,30.1,15.4,41,2.2,70,5.6,10,0,0,1,2.4,...,5,...
12,2020/11/25,13,12,1012.1,1015.4,30.9,15.8,40,1.6,40,5.2,70,0,0,1,2.4,...,5,...
13,2020/11/25,14,13,1011.5,1014.8,29.3,18.2,51,3.1,10,7.4,350,0,0,1,1.91,25,4,1
14,2020/11/25,15,14,1011.4,1014.7,28.6,18.4,54,3.4,360,9,10,0,0,1,1.47,...,2,...
15,2020/11/25,16,15,1011.7,1015,27.6,18.7,58,3,10,8.1,50,0,0,1,0.81,...,1,...
16,2020/11/25,17,16,1012.3,1015.6,26.2,18.7,63,2.7,30,7.4,50,0,0,0.2,0.06,25,0,1
17,2020/11/25,18,17,1012.8,1016.2,25.2,18.7,67,2.7,50,5.8,40,0,0,0,0,...,0,...
18,2020/11/25,19,18,1013.7,1017.1,24.8,18.7,69,1.3,30,6.2,50,0,0,0,0,...,0,...
19,2020/11/25,20,19,1014.4,1017.8,24.3,18.9,72,0.9,80,3.8,20,0,0,...,0,10,0,0
20,2020/11/25,21,20,1014.7,1018.1,23.7,19.2,76,0.8,30,3.3,50,0,0,...,0,10,0,0
21,2020/11/25,22,21,1014.8,1018.2,23.4,19.2,77,0.5,50,3.9,360,0,0,...,0,...,0,...
22,2020/11/25,23,22,1014.5,1017.9,23,19.2,79,0.4,10,2.3,40,0,0,...,0,...,0,...
23,2020/11/25,24,23,1013.9,1017.3,22.1,19.1,83,0.6,40,2.3,70,0,0,...,0,...,0,...
0,2020/11/26,1,0,1013.8,1017.2,21.7,18.9,84,0.6,80,2.1,80,0,0,...,0,...,0,...
1,2020/11/26,2,1,1013.7,1017.1,21.1,18.9,87,0.1,0,2,40,0,0,...,0,...,0,...
2,2020/11/26,3,2,1013.7,1017.1,20.7,18.5,87,0.9,50,2,100,0,0,...,0,...,0,...
3,2020/11/26,4,3,1014,1017.4,20.4,18.4,88,0.4,360,1.9,60,0,0,...,0,...,0,...
4,2020/11/26,5,4,1014.6,1018,20,17.9,88,1,40,2,50,0,0,...,0,10,0,0
5,2020/11/26,6,5,1015.3,1018.7,19.9,18,89,0.8,60,2.4,60,0,0,0,0,...,0,...
6,2020/11/26,7,6,1016,1019.4,20.4,17.6,84,0.6,80,2,90,0,0,0,0,...,0,...
7,2020/11/26,8,7,1016.5,1019.9,22.5,16.7,70,0.8,70,2.1,90,0,0,0.3,0.45,20,0,7
8,2020/11/26,9,8,1016.8,1020.2,24.9,16.6,60,0.8,80,2.5,70,0,0,0.9,0.94,20,1,7
9,2020/11/26,10,9,1016.2,1019.5,27.7,16,49,0.2,0,2.1,100,0,0,1,1.68,...,3,...
10,2020/11/26,11,10,1015,1018.3,29.1,15.6,44,1.4,70,3.2,100,0,0,1,1.93,18,4,4
11,2020/11/26,12,11,1013.8,1017.1,30.5,15.4,40,1.9,40,6.1,360,0,0,1,2.4,...,5,...
12,2020/11/26,13,12,1013,1016.3,30.5,15.5,40,3.9,360,7.7,360,0,0,1,2.4,...,5,...
13,2020/11/26,14,13,1012.5,1015.8,29.9,16.7,45,4,20,10.2,10,0,0,1,1.83,20,4,2
14,2020/11/26,15,14,1012.4,1015.7,29.6,16.4,45,3.6,20,9,10,0,0,1,1.48,...,2,...
15,2020/11/26,16,15,1012.5,1015.8,29.1,16.6,47,3,10,9.4,10,0,0,1,0.82,...,1,...
16,2020/11/26,17,16,1013,1016.3,27.3,17.5,55,2,10,10.8,50,0,0,0.2,0.06,20,0,1
17,2020/11/26,18,17,1013.7,1017.1,25.8,18.2,63,1.1,20,8.1,30,0,0,0,0,...,0,...
18,2020/11/26,19,18,1014.2,1017.6,24.9,18.2,66,1.4,110,7.8,360,0,0,0,0,...,0,...
19,2020/11/26,20,19,1014.8,1018.2,24.8,18.5,68,2.8,20,8,50,0,0,...,0,15,0,1
20,2020/11/26,21,20,1015,1018.4,24.5,18.2,68,1.9,20,8.4,40,0,0,...,0,15,0,1
21,2020/11/26,22,21,1014.9,1018.3,24.5,17.8,66,2.1,70,6.5,10,0,0,...,0,...,0,...
22,2020/11/26,23,22,1015,1018.4,24.1,17.4,66,1.6,60,6.7,90,0,0,...,0,...,0,...
23,2020/11/26,24,23,1014.9,1018.3,24.1,17.3,66,1.6,90,8.2,70,0,0,...,0,...,0,...
0,2020/11/27,1,0,1015,1018.4,24.2,17.4,66,1.5,60,5.3,80,0,0,...,0,...,0,...
1,2020/11/27,2,1,1014.8,1018.2,23.3,18,72,1.4,20,5.3,10,0,0,...,0,...,0,...
2,2020/11/27,3,2,1014.9,1018.3,22.5,18.7,79,0.8,30,4.6,360,0,0,...,0,...,0,...
3,2020/11/27,4,3,1015.1,1018.5,21.9,19.3,85,2.9,20,6.5,10,0,0,...,0,...,0,...
4,2020/11/27,5,4,1015.5,1018.9,21.5,19.2,87,2.9,20,8.5,10,0,0,...,0,12,0,4
5,2020/11/27,6,5,1016.1,1019.5,21.4,18.8,85,3.4,20,8.9,40,0,0,0,0,...,0,...
6,2020/11/27,7,6,1016.9,1020.3,21.4,18.5,84,2.7,10,9.8,30,0,0,0,0,...,0,...
7,2020/11/27,8,7,1017.3,1020.7,21.7,18.3,81,2.5,20,10.4,10,0,0,0,0.14,12,0,6
8,2020/11/27,9,8,1018.1,1021.5,22,17.4,75,4,10,13.2,40,0,0,0.1,0.61,12,1,4
9,2020/11/27,10,9,1018.2,1021.6,22.5,17,71,4.4,10,13.4,340,0,0,0.1,0.74,...,2,...
10,2020/11/27,11,10,1018,1021.4,22.2,16.5,70,4.7,20,13.1,20,0,0,0,0.69,9,2,9
11,2020/11/27,12,11,1017.7,1021.1,21.9,16.4,71,5.2,10,14.2,50,0,0,0,0.61,...,2,...
12,2020/11/27,13,12,1016.9,1020.3,21.8,16.1,70,3.7,20,14.5,10,0,0,0,0.6,...,2,...
13,2020/11/27,14,13,1016.3,1019.7,21.7,16.3,71,3.9,10,13.4,20,0,0,0,0.6,12,1,8
14,2020/11/27,15,14,1016.2,1019.6,21.5,16.1,71,4.5,10,12.5,350,0,0,0,0.59,...,1,...
15,2020/11/27,16,15,1016.2,1019.6,21.3,16.1,72,4.8,10,11.3,360,0,0,0,0.23,...,0,...
16,2020/11/27,17,16,1016.7,1020.1,20.9,16.5,76,5.3,20,14.7,360,0,0,0,0,16,0,6
17,2020/11/27,18,17,1017.1,1020.5,20.8,16.8,78,4.3,10,14.1,10,0,0,0,0,...,0,...
18,2020/11/27,19,18,1017.5,1020.9,20.8,16.8,78,5.6,10,12.3,20,0,0,0,0,...,0,...
19,2020/11/27,20,19,1018,1021.4,20.8,17,79,4.1,20,14.6,40,0,0,...,0,12,0,6
20,2020/11/27,21,20,1018.5,1021.9,20.7,16.9,79,5.3,20,14.2,10,0,0,...,0,12,0,6
21,2020/11/27,22,21,1019,1022.4,20.6,17.1,80,3.5,20,13,50,0,0,...,0,...,0,...
22,2020/11/27,23,22,1019,1022.4,20.1,16.9,82,3.9,30,11.4,30,0,0,...,0,...,0,...
23,2020/11/27,24,23,1018.7,1022.1,19.9,16.7,82,3.3,10,10.6,30,0,0,...,0,...,0,...
0,2020/11/28,1,0,1018.8,1022.2,19.8,16.6,82,3.8,10,11.9,360,0,0,...,0,...,0,...
1,2020/11/28,2,1,1018.7,1022.1,20,16.2,79,4.2,10,10.4,360,0,0,...,0,...,0,...
2,2020/11/28,3,2,1018.5,1021.9,19.7,16.2,80,4,10,13,360,0,0,...,0,...,0,...
3,2020/11/28,4,3,1018.4,1021.8,19.8,16,79,2.8,20,11.5,20,0,0,...,0,...,0,...
4,2020/11/28,5,4,1018,1021.4,19.7,16,79,2.9,20,12.1,360,0,0,...,0,12,0,5
5,2020/11/28,6,5,1018.3,1021.7,19.6,16.1,80,3.4,10,11.4,20,0,0,0,0,...,0,...
6,2020/11/28,7,6,1018.8,1022.2,20.1,16.4,79,4.2,20,11.1,40,0,0,0.2,0,...,0,...
7,2020/11/28,8,7,1019.4,1022.8,20,16.3,79,3.6,10,12.1,60,0,0,0.6,0.48,16,0,5
8,2020/11/28,9,8,1019.5,1022.9,21.5,15.8,70,5.1,20,13.9,10,0,0,0.8,1.1,15,1,6
9,2020/11/28,10,9,1019.6,1023,21.2,15.6,70,5.3,10,16,30,0,0,0.4,1.01,...,2,...
10,2020/11/28,11,10,1019,1022.4,21.1,16.1,73,6.5,10,14.8,30,0,0,0.3,1.17,15,3,7
11,2020/11/28,12,11,1017.8,1021.2,22.1,16.2,69,5,10,14.6,360,0,0,0.6,1.74,...,4,...
12,2020/11/28,13,12,1016.4,1019.8,21.7,15.6,68,5.5,20,15.4,10,0,0,0.8,1.94,...,4,...
13,2020/11/28,14,13,1015.8,1019.2,20.9,16.1,74,5.2,20,16.9,10,0,0,0.7,1.46,15,3,6
14,2020/11/28,15,14,1015.7,1019.1,20.4,16.1,76,6.7,20,16.1,360,0,0,0.5,0.96,...,2,...
15,2020/11/28,16,15,1015.6,1019,20.4,15.9,75,5.5,20,17.1,350,0,0,0.9,0.78,...,1,...
16,2020/11/28,17,16,1016.1,1019.5,19.7,16.2,80,3.4,20,13.4,40,0,0,0.1,0.07,20,0,2
17,2020/11/28,18,17,1016.5,1019.9,19.3,16.4,83,2.7,10,11.8,10,0,0,0,0,...,0,...
18,2020/11/28,19,18,1016.8,1020.2,19.4,16.2,82,3.3,20,10.3,340,0,0,0,0,...,0,...
19,2020/11/28,20,19,1017.1,1020.5,19.7,16.2,80,4.1,30,12.4,10,0,0,...,0,15,0,1
20,2020/11/28,21,20,1017.2,1020.6,19.6,16,80,3.1,20,12.2,20,0,0,...,0,15,0,1
21,2020/11/28,22,21,1017.4,1020.8,19.4,16,81,3.2,20,11,30,0,0,...,0,...,0,...
22,2020/11/28,23,22,1017.5,1020.9,19.2,16,82,3.7,20,11.7,10,0,0,...,0,...,0,...
23,2020/11/28,24,23,1017.7,1021.1,19,16,83,3.3,20,9.9,50,0,0,...,0,...,0,...
0,2020/11/29,1,0,1017.5,1021,18.6,16.3,86,3.2,10,9,10,0,0,...,0,...,0,...
1,2020/11/29,2,1,1017.1,1020.6,18.5,16.3,87,2,20,8.7,20,0,0,...,0,...,0,...
2,2020/11/29,3,2,1017.1,1020.6,18.2,16.2,88,3.5,20,9.9,360,0,0,...,0,...,0,...
3,2020/11/29,4,3,1017,1020.5,17.9,16.1,89,3.2,10,10.6,20,0,0,...,0,...,0,...
4,2020/11/29,5,4,1017.1,1020.6,17.8,16,89,2.4,20,10.5,360,0,0,...,0,15,0,3
5,2020/11/29,6,5,1017.4,1020.9,18.1,16,88,3.5,20,8.4,360,0,0,0,0,...,0,...
6,2020/11/29,7,6,1017.8,1021.3,18.4,16.2,87,2.5,20,8.3,30,0,0,0.1,0.02,...,0,...
7,2020/11/29,8,7,1018.2,1021.6,20,15,73,3.9,10,12.6,40,0,0,1,0.66,25,0,3
8,2020/11/29,9,8,1018.7,1022.1,21.2,13.9,63,4.7,20,17,40,0,0,1,1.25,25,1,3
9,2020/11/29,10,9,1018.4,1021.8,21.8,13.4,59,4.5,10,16.8,20,0,0,1,1.8,...,3,...
10,2020/11/29,11,10,1017.8,1021.2,22.4,13.8,58,5.2,30,15.6,10,0,0,1,2.33,25,5,2
11,2020/11/29,12,11,1017.3,1020.7,23,14.3,58,4.7,30,15.9,10,0,0,1,2.25,...,5,...
12,2020/11/29,13,12,1016.5,1019.9,22.8,13.9,57,4.9,10,14.5,50,0,0,1,2.37,...,5,...
13,2020/11/29,14,13,1016.1,1019.5,22.2,15.1,64,4.5,20,15.2,40,0,0,1,1.95,25,4,3
14,2020/11/29,15,14,1016.2,1019.6,21.5,14.5,64,3.4,30,14.8,360,0,0,1,1.49,...,2,...
15,2020/11/29,16,15,1016.3,1019.7,20.8,14.6,68,3.6,20,14.3,20,0,0,1,0.85,...,1,...
16,2020/11/29,17,16,1017,1020.4,19.9,14.9,73,3.9,20,14.7,40,0,0,0.2,0.1,25,0,7
17,2020/11/29,18,17,1017.2,1020.6,19.4,14.9,75,3.4,30,13.3,60,0,0,0,0,...,0,...
18,2020/11/29,19,18,1017.6,1021,19.4,15.1,76,3.1,20,11.9,340,0,0,0,0,...,0,...
19,2020/11/29,20,19,1018,1021.4,19.4,15,76,4.3,20,15.8,10,0,0,...,0,20,0,6
20,2020/11/29,21,20,1018.5,1021.9,19.6,15.1,75,4.1,30,12.8,360,0,0,...,0,20,0,9
21,2020/11/29,22,21,1018.2,1021.6,19.6,14.9,74,4.2,10,12.5,50,0,0,...,0,...,0,...
22,2020/11/29,23,22,1018.2,1021.6,19.1,15.2,78,3.4,20,12.7,10,0,0,...,0,...,0,...
23,2020/11/29,24,23,1017.7,1021.1,19.5,14.6,73,3.7,20,13.6,40,0,0,...,0,...,0,...
0,2020/11/30,1,0,1017.2,1020.6,19.4,15.1,76,4.4,20,13.7,10,0,0,...,0,...,0,...
1,2020/11/30,2,1,1016.8,1020.2,19.2,15.1,77,3.2,10,13.8,20,0,0,...,0,...,0,...
2,2020/11/30,3,2,1016.8,1020.2,19.1,15.4,79,4.1,20,12.9,30,0,0,...,0,...,0,...
3,2020/11/30,4,3,1017.1,1020.5,19.3,15.4,78,4.8,20,14.8,360,0,0,...,0,...,0,...
4,2020/11/30,5,4,1017.1,1020.5,19.2,15.1,77,4,30,15.6,60,0,0,...,0,15,0,9
5,2020/11/30,6,5,1017.5,1020.9,19.1,14.8,76,5.9,30,15.4,20,0,0,0,0,...,0,...
6,2020/11/30,7,6,1017.9,1021.3,19.2,14.7,75,4.4,30,15.1,10,0,0,0,0,...,0,...
7,2020/11/30,8,7,1017.9,1021.3,19.7,14.6,72,4.5,50,13.7,40,0,0,0,0.11,15,0,9
8,2020/11/30,9,8,1018.6,1022,20.3,14.2,68,4.8,20,14.2,10,0,0,0.2,0.66,15,1,9
9,2020/11/30,10,9,1019,1022.4,20.9,13.8,64,4.8,30,16.4,10,0,0,0,0.77,...,2,...
10,2020/11/30,11,10,1018.6,1022,21.7,13.7,60,4.7,30,18.1,360,0,0,0.1,1.33,20,3,9
11,2020/11/30,12,11,1018,1021.4,21.8,12.8,57,6.1,40,17.8,20,0,0,0.7,1.93,...,5,...
